GENEID	R1_H1975.bam	R2_H1975.bam	R3_H1975.bam	R1_HCC827.bam	R2_HCC827.bam	R3_HCC827.bam
ENSG00000140612	5002.99999	4418.00001	4388	2559	1776	2356
ENSG00000140623	4	1	2	0	0	0
ENSG00000140632	458	433	389	339.99999	332	244
ENSG00000140650	1107	1035	1014	800	905	688.99999
ENSG00000140675	24	17	12	24	27	13
ENSG00000140678	11	8	6	24	22	22
ENSG00000140682	346.99999	273.99999	248	10	11	4
ENSG00000140688	439	373	431	536	725.99999	494
ENSG00000140691	25	17	24	36	78	16
ENSG00000140694	529.99999	516.99999	436.99999	247	206	181
ENSG00000140718	318.00002	269.00001	314.00001	241	198.00001	181
ENSG00000140740	2588.00001	2491	2268	1643	850.99999	1640
ENSG00000140743	102	91	94	51	37	24
ENSG00000140749	1	0	0	4	4	0
ENSG00000140750	296.99998	304	233.99999	205.99999	162	156.99999
ENSG00000140795	0	3	0	0	0	0
ENSG00000140798	1	1	0	0	1	0
ENSG00000140807	0	2	3	0	0	0
ENSG00000140829	628	532	590	540	691	382
ENSG00000140830	526	562	632	305	175	246
ENSG00000140832	191	178	193	251	276	162.99999
ENSG00000140835	21	23	29	45	33	29
ENSG00000140836	129.00001	98	84	100.99999	110	39.99999
ENSG00000140839	5	0	1	0	2	1
ENSG00000140848	284.00001	190	229	261	317	142
ENSG00000140853	223	174.99999	200	166.00001	174.99999	140
ENSG00000140854	112	96	118	259	438	262
ENSG00000140859	346	282.00001	296	474	693	285.99999
ENSG00000140876	419	384.99999	379	237	118	187.99999
ENSG00000140905	1022	1056	840	1184.00001	728	832
ENSG00000140931	589.00001	668.00001	530	802	844	700.99998
ENSG00000140932	1	1	0	0	4	1
ENSG00000140937	17	21	14	0	0	0
ENSG00000140939	253.99999	239.99999	271.00001	374.99999	431	274
ENSG00000140941	4273	4651	4292.99999	1685	811	1218
ENSG00000140943	640.99999	518	584	588.00001	561	412.99999
ENSG00000140945	1	0	0	0	0.99999	0
ENSG00000140948	136	117.99999	103.99999	71	51	76
ENSG00000140950	812.99999	670.00001	640.99999	526	462.99999	448
ENSG00000140955	0	1	0	0	1	0
ENSG00000140961	53	55	65.00001	75	145.00001	55
ENSG00000140968	0	0	0	3	0	4
ENSG00000140983	166	132	150	190	450.00001	150
ENSG00000140986	18	20	16	7	14	3
ENSG00000140987	147.99999	185	176.00001	63.99999	46	64
ENSG00000140988	105105	111942	104380.00003	204720	151153.99999	156062.00001
ENSG00000140990	4383	4176	3723	5361.99999	5519	3747.99999
ENSG00000140992	318	331	327	264	189.99999	163
ENSG00000140993	94	81.00001	75	7	4	21
ENSG00000140995	2119.00001	1778.99999	1863	3198.99998	2406	2908.99999
ENSG00000141002	1383.99999	1378	1356	3737.99999	5849.99999	3142.00001
ENSG00000141012	391.99999	419	422	267	233	224
ENSG00000141013	516.99999	403.99999	478.00001	754.99999	573	639.00001
ENSG00000141026	246	216	188	308	341	316
ENSG00000141027	1283.00001	1449	1192.00001	910.00001	581	536
ENSG00000141030	1844.99999	2131.00001	1844	1887	863.00001	1693
ENSG00000141034	197	249	213	255	218	194
ENSG00000141040	485	483	455	112	55	125
ENSG00000141052	0	0	1	0	0	0
ENSG00000141068	23	31	42	39	74	35
ENSG00000141076	804	1025	849	1180	930	1422
ENSG00000141084	132	122	100	144	171	127
ENSG00000141086	8	4	8	16	16	4
ENSG00000141098	443	339	371	433.00001	361	347
ENSG00000141101	2323	2348	2302	6413	4176	5902
ENSG00000141127	992	1154.00001	1081.00001	600	304	604.99999
ENSG00000141179	668.99999	666	615.00001	279.00001	142	214.00001
ENSG00000141198	484	503	481.00001	467	233	381.99999
ENSG00000141219	148	157.99999	130.00001	85	55.99999	69
ENSG00000141232	509	467	437	270	259	197
ENSG00000141252	415	358.00001	356.99998	520.00001	515.00002	288
ENSG00000141258	328	220	277	937	1251	673.99999
ENSG00000141279	970.00002	885.99998	915.00002	686.99999	766	526.99998
ENSG00000141293	1	0	0	20	29	20
ENSG00000141294	83	101	95	47	33	27
ENSG00000141295	335.00001	432	375.00001	462	591	538.99999
ENSG00000141298	737.99999	648	589	657	344.99999	535
ENSG00000141316	1	0	1	1	0	0
ENSG00000141337	69	91	72	34	32	16
ENSG00000141338	1	3	0	0	0	0
ENSG00000141349	1424	1386.99999	1411.99998	1344	1137.00002	1408.99998
ENSG00000141367	543.99999	496.99999	507.99999	187	131.99999	136
ENSG00000141371	25	11	15	0	0	0
ENSG00000141376	360	265.99999	339.99999	1395	1710.99998	1060.99999
ENSG00000141378	2075.99999	1859	1824	757	598	723
ENSG00000141380	479	411.99999	463	216.99999	159	192.99999
ENSG00000141384	2	12	0.99999	5	4	3
ENSG00000141385	400.00001	397	391.99999	400	479	299.99999
ENSG00000141391	36	32	34	34	38	20
ENSG00000141401	1630	1414.00001	1400.99999	1087.00001	1078	994
ENSG00000141404	24	20	27	65	18	39
ENSG00000141424	194	207	175	96	41	119
ENSG00000141425	40	66.00001	50	30	18	30.99999
ENSG00000141428	575.00001	526	492	586	299	441
ENSG00000141429	68	35	59	16	34	10
ENSG00000141441	42	27	25	26	21	11
ENSG00000141446	12	8	6	2	2	2
ENSG00000141447	229.00001	169.99999	177	74	32	53
ENSG00000141448	8	5	10	8	6	4
ENSG00000141449	28	27	25	10.00001	31	14
ENSG00000141452	180.99999	185	143	108.99999	57	80
ENSG00000141456	438	428	467.99999	1063	2514	902
ENSG00000141458	457.00001	426	395	187	216	134
ENSG00000141469	0	1	1	2	0	0
ENSG00000141480	293.99999	307	257	446	448	466
ENSG00000141485	0	0	1	1	0	0
ENSG00000141497	1	0	0	9	10	5
ENSG00000141499	468	404	358	644.99999	622.99999	706
ENSG00000141503	528	567.00001	621	935	1332.99999	814
ENSG00000141504	3352	3244	3224.00001	3437	2322	2650.99999
ENSG00000141505	29.00001	20	27	23	22	51
ENSG00000141506	5	2	6	6	6	7
ENSG00000141510	2101	2059.00002	1929	3000.00003	2812	2039
ENSG00000141519	32.00001	34.99999	24	33.99999	20	21
ENSG00000141522	504.99999	339	402	944.00001	1748	776
ENSG00000141524	52	45.00001	57	168	279.99999	126.00001
ENSG00000141526	460.99999	458	467	389.99998	793	274.99999
ENSG00000141527	46	34.00001	51.99999	40.99999	33.00001	34.99999
ENSG00000141540	91	75	67	16	21	8
ENSG00000141542	84	105	63	111	81	113
ENSG00000141543	765	859	733	917	772	1027
ENSG00000141551	1277	915.99999	1114	2426.99999	2971.99999	2313
ENSG00000141552	11278.99999	10161	10030	15946.00002	10522	12612.00001
ENSG00000141556	237.00004	280.00001	303.00002	769.00001	1034.99999	638.99999
ENSG00000141560	289	312	246	480	434	493
ENSG00000141562	621.99999	586.99999	647	849	709	838
ENSG00000141564	80.00001	72	79.00001	97.00001	182.99999	75
ENSG00000141568	146	102	142	517.99999	629	303
ENSG00000141569	525	371	522	354	370	194
ENSG00000141570	67	71	51	125	126	150
ENSG00000141574	9	10	13	53	74	48
ENSG00000141576	19	10	26	215	364	122.99999
ENSG00000141577	6	3	7.99999	48.00001	116	29
ENSG00000141579	2	0	0	0	0	0
ENSG00000141580	320	324	330	338	360	287
ENSG00000141582	28	16	33	37	46	26
ENSG00000141622	10	8	10	0	1	0
ENSG00000141627	237	226	232.00001	245	201.99999	128.99999
ENSG00000141642	334	304	310	146	87	108
ENSG00000141644	218	255	260.99999	180	208	166.00001
ENSG00000141646	48	40.99999	37	42	26	19
ENSG00000141655	65	38	39	9	7	13
ENSG00000141664	44	39	30.00001	41	41	27.00001
ENSG00000141665	39	43	29.99999	2	1	6
ENSG00000141682	1277	1267	1184.00001	763.00001	433	569
ENSG00000141696	429	390.00001	381	614.99999	854	375.99999
ENSG00000141698	970.00001	1234.99999	1033	1212.99999	924	1035
ENSG00000141699	1326	1124.00001	1180	872	811	533
ENSG00000141736	484.00001	427	448.00001	666	1082	511
ENSG00000141738	476.99999	408	449	1523	2480	1430
ENSG00000141741	1832	1781.00001	1743.00001	3719	2830	2919
ENSG00000141744	4	0	2	3	2	1
ENSG00000141748	1	2	5	0	2	0
ENSG00000141750	3	3	0	0	4	1
ENSG00000141753	88	59	89	84	156	65
ENSG00000141756	788	796	786.00001	816	1055.99999	719.99999
ENSG00000141759	1957	1950	1884	1529	1417.99999	1203
ENSG00000141837	129.99997	117.99998	115.00002	8.99996	3	1
ENSG00000141854	20	12	8	21	29.00001	12
ENSG00000141858	279	209	261	419	851	267
ENSG00000141867	787.00001	685.00001	645	742.99999	1032.99999	266
ENSG00000141873	368	327	382	240	292	222
ENSG00000141905	975.99999	632.00001	691.99999	444	544.00001	209.99999
ENSG00000141933	4	2	5	12	9	4
ENSG00000141934	3188	3428	3190	3121.00001	4093	3564.99999
ENSG00000141956	34	22.99999	22.99999	27.99999	17.00001	15
ENSG00000141959	113.99999	83	89	284	703.00001	230
ENSG00000141965	395	440	492	440	377	242
ENSG00000141968	501.99999	536	463.99999	332.00001	332	346
ENSG00000141971	180.99999	184.00001	208.99999	472	869	340
ENSG00000141977	63	53	45	7	6	7
ENSG00000141979	1	0	0	0	0	1
ENSG00000141985	404	355	384	323	727	267
ENSG00000141994	122	100	92	118	211	90
ENSG00000142002	1304.00001	998	975	428.00001	543	284
ENSG00000142039	70	68	69	262	310	264
ENSG00000142046	45.00001	31.99999	36	370.99999	430.99999	339.99999
ENSG00000142065	18	18	12	7	8	11
ENSG00000142082	225	279.00001	204	194	197	161
ENSG00000142089	83803.99999	69817	77434	26465	19719.99999	25153
ENSG00000142102	27	35	35	56	111	52
ENSG00000142156	218	192	215	24	80	24
ENSG00000142166	367.00001	349	322.99999	270.00001	258.00001	167.99999
ENSG00000142168	9917	8916	7989.00001	8054	5661	6296
ENSG00000142173	9	12	6	6	14	5
ENSG00000142178	76	49	65	13	2	3
ENSG00000142182	0.99999	1	0	3	2.99999	0.99999
ENSG00000142185	8	6	6	58	106.99999	42
ENSG00000142186	206	137	197.00001	265	486	247.99999
ENSG00000142188	285	236	298	138.00001	77	132
ENSG00000142192	1477.99999	1443.99999	1232	721	532	810.99999
ENSG00000142197	50	30	39	70	100	48
ENSG00000142207	82	87	112	93	94	79
ENSG00000142208	749	579	757.00002	736	1074	625
ENSG00000142224	1	0	0	0	0	0
ENSG00000142227	4076	3698.00001	3820.99999	1589	1448	1361.99999
ENSG00000142230	1202.00001	1274.99999	1118.00001	1168	1216.99999	1208.99999
ENSG00000142233	5	3	1	6	0	0
ENSG00000142235	17	24	18	60.00001	114	19
ENSG00000142252	992	1100	982.99999	1177	1077	1067
ENSG00000142273	98	105	111	332	781	281
ENSG00000142279	10	15	11	42	59	41
ENSG00000142303	0	2	0	6	6	2
ENSG00000142319	1	0	2	7	7	4
ENSG00000142327	232	116	203	853	1247	548
ENSG00000142330	37	42	38	84	108	45
ENSG00000142347	82	88	83	109	169	47
ENSG00000142396	3837	3514	3773	1627.99999	1289	1494.00001
ENSG00000142405	4	43	4	28	36.99999	29
ENSG00000142408	156	130	137	0	7	3
ENSG00000142409	260	226	294	360	501	296
ENSG00000142444	514	513	517.00001	449	460	270
ENSG00000142449	1	1	6	1	2	1
ENSG00000142453	110.00001	78	103.00001	99.00001	109.00001	57
ENSG00000142459	225	228	230	288	295	284
ENSG00000142484	5	0	0	12	16	22
ENSG00000142494	0	0	1	0	0	1
ENSG00000142507	11869	12174	11523	20814	16696	17480
ENSG00000142511	3	0	0	0	0	0
ENSG00000142512	2	0	4	0	2	0
ENSG00000142513	0	0	0	2	2	1
ENSG00000142528	75	68	81	85	74	44
ENSG00000142530	98	85	108	67	115.99999	76
ENSG00000142534	36129.00001	26891.00001	28453	69141	48142	52426.99999
ENSG00000142538	0	1	0	0	0	0
ENSG00000142541	73184.99998	67037.00001	63710	141892	89601.99999	102904
ENSG00000142544	8	5	7	7	14	11
ENSG00000142546	360.00001	296	308	741	1080.00001	752
ENSG00000142549	2	1	1	0	0	0
ENSG00000142552	75	40	59	46	83	40
ENSG00000142556	191	164	173.99999	20	9	22
ENSG00000142583	39	36	38	2	0	3
ENSG00000142599	255.00001	212	233	292.00001	393	154
ENSG00000142606	12	3	10	11.99999	11	11.00001
ENSG00000142609	22	23	21	26	8	9
ENSG00000142611	5	12	13	1	0	0
ENSG00000142615	1	0	2	0	0	0
ENSG00000142619	417	340	402	43	40	50
ENSG00000142621	18	19	29	13.99999	27	11
ENSG00000142623	18	29	34	99	86	67
ENSG00000142627	273	282	283	418	500	342
ENSG00000142632	122	129	126	247	291	282
ENSG00000142634	397	323	351	565	978	428
ENSG00000142655	593	490	493	274	333	202
ENSG00000142657	1398	1301	1123	2550	2479	2961
ENSG00000142661	1	0	1	0	2	0
ENSG00000142669	26007	22091	22874	17366	12506	16373
ENSG00000142675	244	194	224	317	316	232
ENSG00000142676	70657.99999	59480.00001	60334.00001	75748	54557	64899
ENSG00000142677	24	17	19	39	41	37
ENSG00000142684	938	902	872	2203	2396	1842
ENSG00000142686	79	43	61	39	92	54
ENSG00000142687	361	310	353.99998	507	857.99999	359.99999
ENSG00000142694	0	0	1	0	0	0
ENSG00000142700	0	0	0	1	1	2
ENSG00000142731	31	15	21	11	5	7
ENSG00000142733	67	81	76	121	208	80
ENSG00000142748	1.99999	3.99999	0	0	6	0
ENSG00000142751	257	282	231	386	439	391
ENSG00000142765	99.99999	68	116	104	248.00001	81
ENSG00000142784	771	370	506	1107	1012.00001	910.00001
ENSG00000142789	0	1	0	0	0	0
ENSG00000142794	45	50	45	16	6	12.99999
ENSG00000142798	48	41	68	148	226	100
ENSG00000142856	58	35	34	32	21	20
ENSG00000142864	8096.99999	6008	6496	17200.99999	12459	11296
ENSG00000142867	87	117	92	154	102	111
ENSG00000142871	458	573	386	2089	1492	2005
ENSG00000142875	7	21	18	33	26	33
ENSG00000142892	27	29	26	34	15	22
ENSG00000142910	593	503	647	229.99999	252	177
ENSG00000142920	47	38.00001	42	21	30.00001	29
ENSG00000142937	73496.99999	63541	61148	203249.00002	117236	146750
ENSG00000142945	242.99999	204.99999	209.99999	1058	1186	867.00001
ENSG00000142949	1075	923.99999	942	1801	2352.00001	1232.00001
ENSG00000142959	29	28	43	3	1	1
ENSG00000142961	52	44	46	81	114	86
ENSG00000142973	1	1	1	101	74	117.99999
ENSG00000143001	103	79	90.00001	77.00001	88	80.99999
ENSG00000143013	714	627	680	1194	594	968
ENSG00000143028	1	0	1	0	0	0
ENSG00000143033	272.00001	208.00001	223	344.99999	201	231.99999
ENSG00000143036	89.99999	106	103	86.99999	89	94.99999
ENSG00000143061	47	27	38	63	56	63
ENSG00000143067	0	4	2	2	0	0
ENSG00000143079	157.00001	141	163	293	247	141
ENSG00000143093	69	63	61	115	153.99999	92
ENSG00000143106	4296	3404	3278	4917	2844	4112
ENSG00000143110	0	1	0.99999	0	0	1
ENSG00000143119	6	10	8	0	0	1
ENSG00000143125	0	0	0	0	1	0
ENSG00000143126	53	32	37	16	29	10
ENSG00000143127	3	3	2	2	1	4
ENSG00000143147	69.99999	60.99999	53	9	21	6
ENSG00000143149	1306	1229	1139	713	399	665
ENSG00000143153	168	145	119	477	380.00001	485
ENSG00000143155	1003	977	1017	885	410	645
ENSG00000143156	205	216	205	69	50	67
ENSG00000143157	183	179	172	188	162.00001	114
ENSG00000143158	2040	1962	1780	2361	1019	1571
ENSG00000143162	424	425	384	162	125	250
ENSG00000143164	258	236	202	135	123	108.00001
ENSG00000143167	3	1	4	9	19	28
ENSG00000143171	1	0	1	0	0	0
ENSG00000143178	14	14	13	17	18	25
ENSG00000143179	918	1084.99999	940	956	689	679
ENSG00000143183	2529	2428	2518	1308.99999	1342	1026.00001
ENSG00000143184	0	0	0	113	66	83
ENSG00000143190	117	108.99999	90	113.00001	103	53
ENSG00000143194	0	0	1	0	0	0
ENSG00000143198	11196	9880.00001	10166.00001	7524.00001	4805	5792
ENSG00000143199	2	2	2	1	1	4
ENSG00000143207	33.00001	42	32	22	17	14
ENSG00000143217	254	218	281	72	82	72
ENSG00000143222	8668	7111	7439	7875	6470	6757
ENSG00000143224	611	530.00001	583.00001	499.99999	434.00001	564.99999
ENSG00000143226	102	98	107	12	11	24.99999
ENSG00000143228	351.00001	247.99999	221	149	66	102
ENSG00000143248	85	62	73	5	9	9
ENSG00000143252	4382.00001	4071	3531.99999	2883	1806	2767
ENSG00000143256	5970	7843	7572	3043	2502	2854
ENSG00000143257	11	3.99998	2	0	3	1
ENSG00000143258	203	214	184	267	335.99999	230.99999
ENSG00000143294	808	885	745	638	594	493.00001
ENSG00000143303	304.99999	250	345	406	418	462.99999
ENSG00000143314	6044	5786	5687.99999	7329.00001	5143	6114
ENSG00000143315	751	714	659	457	303	319
ENSG00000143318	0	1	2	0	0	1
ENSG00000143319	823	900.99999	741	947.00001	1143.00001	791
ENSG00000143320	6673.99999	5798.99999	5653	7454	5023	6114.99999
ENSG00000143321	3214	2485.99999	2904	3525	6078.00001	2861
ENSG00000143322	330	257	294	380.99999	482	145
ENSG00000143324	67	65	61	35	25	40
ENSG00000143333	56	77	83	25	24	23
ENSG00000143337	192	161	131	96	60	97
ENSG00000143341	1	2	2	0	0	0
ENSG00000143344	27	33	17	31	23	26
ENSG00000143353	179	165	223.00001	77	41	62
ENSG00000143355	1	0	0	6	4	4
ENSG00000143363	213.99999	167	146	189	150.00001	183.99999
ENSG00000143365	92	69	77	120	125	141.99999
ENSG00000143367	331	366	391	199	193.99999	193
ENSG00000143368	3796	3929	3616	3423	2120	3407
ENSG00000143369	79	62	73	16	14	15
ENSG00000143373	78	82	78	83	129	76
ENSG00000143374	651	610.99999	536.99999	511	460	491
ENSG00000143375	329	250	297	336	643	294
ENSG00000143376	906	1051	873	468.00001	354	340
ENSG00000143379	419.99999	399.99999	419.00001	478.00001	463.00001	436.00001
ENSG00000143382	18	12	8	4	5	3
ENSG00000143384	810	737.99999	761.99999	579.99999	683	420
ENSG00000143387	32	15	16	17	7	9.00001
ENSG00000143390	479	448.99999	413.00001	209	155	200.99999
ENSG00000143393	511	419.00001	427	519	518	461
ENSG00000143398	282.99999	326	288	97.99999	106	87
ENSG00000143401	1426	1243.99999	1202.99999	529.99999	432.99999	404
ENSG00000143409	191.00001	133	140.99999	124	117	134
ENSG00000143412	48	78	85	166	179	117
ENSG00000143416	818	768	717	1045	1016	1311
ENSG00000143418	830	817.00001	756	669.99999	565	681
ENSG00000143420	4288.00002	4285	4014	2648.99999	1680.99999	2165
ENSG00000143434	6	1	9	7	15	3.99999
ENSG00000143436	3758	3413.00001	3210	3781	3171	3321
ENSG00000143437	121	129	116	1180	79	90
ENSG00000143442	203.00001	317.00001	224	109	81	61.00001
ENSG00000143443	372	468	510	429	388	503
ENSG00000143450	396	326	384.99998	242.00001	178	225
ENSG00000143452	109	127	120	0	0	0
ENSG00000143457	424	346	365	279	221	218
ENSG00000143458	192	213	188.00001	75	78	37
ENSG00000143469	2	1	0	6	7	5
ENSG00000143473	1	2	1	6	0	0
ENSG00000143476	81	95	71	63	66	65
ENSG00000143479	54	75	64	13	9	12
ENSG00000143486	483	413	397	575.00001	381	552
ENSG00000143493	277	230	272	239	239	170
ENSG00000143494	0	0	0	1	1.99999	0
ENSG00000143498	37	32	35	18	20	7
ENSG00000143499	340.00001	430.00001	322	195	65	142
ENSG00000143502	104	100	71.00001	4	2	5
ENSG00000143507	246	263	233	111	58	103
ENSG00000143512	97	96	117	4	15	10
ENSG00000143514	146	126	117	76	53	49
ENSG00000143515	91	83	83	23	26	29
ENSG00000143537	206.00001	195.99999	186.99998	347.00003	1089.99999	320.00002
ENSG00000143543	2421	2662	2365	2254	1783.00001	1884
ENSG00000143545	24508	23240.99999	24754	14126	10210	10208
ENSG00000143546	19	17	12	1	0	0
ENSG00000143549	16512	14974.99999	14863.99999	9269.00001	7255.00001	9145
ENSG00000143552	1	0	0	0	0	0
ENSG00000143553	2152	2250	2130	1977	1161	1577
ENSG00000143554	103.00001	75.99999	67.00001	37	53	27
ENSG00000143556	6	2	4	4	1	6
ENSG00000143569	1212	1122	1068	1303	1522	1029.99999
ENSG00000143570	2489	2241	2067	2369.00001	1916	2432
ENSG00000143575	4022.99999	3885	3926.00001	5257.99999	4576.00001	4626
ENSG00000143578	575.00001	499	521	381.00001	274	419
ENSG00000143590	93	123	108	122	95	86
ENSG00000143603	2	2	2	4	11	3
ENSG00000143612	4294.00001	4567.00001	4301.99999	4445.00001	1811.99998	3739.00001
ENSG00000143614	197	223	194	114	95	81
ENSG00000143621	5249	4958	4698	4531	3088	4359
ENSG00000143622	524	539.00001	479	282	153	299
ENSG00000143624	455.00001	317	408	199	289.99999	133.99999
ENSG00000143630	6	7	8	5	8	10
ENSG00000143632	3.00001	1	1	1	0	0
ENSG00000143633	1174.00001	1057.99998	1107.99999	718.99999	499.99999	464
ENSG00000143641	954	851	788	341	406	313
ENSG00000143643	17	12	9	8	5	14
ENSG00000143653	704	832	731	341	229	331
ENSG00000143669	711	638.99999	607.00001	218.99999	133	150.00001
ENSG00000143674	5	6	5	3	5	5
ENSG00000143702	74	113	96	28	13	15
ENSG00000143727	9276.99999	8313.00001	8329	5460	2927	4267
ENSG00000143740	1309.00002	1213	1137.99999	1258	993	1106.00003
ENSG00000143742	326.00001	212.99999	239	153	109	123.99999
ENSG00000143748	483.99999	446	538	346	286.99999	305.99999
ENSG00000143751	165	169	141	68	59	63
ENSG00000143753	1456	1424	1352	388	197	350
ENSG00000143756	96	102	76	47	25	60
ENSG00000143761	12206.00001	12081.99999	11080	8558.00002	5941.99999	8835.00001
ENSG00000143768	0	1	0	0	0	0
ENSG00000143771	3235	3063.00001	3136.99999	5344.99999	2858	3981
ENSG00000143772	94	65	61	93.00001	130	52
ENSG00000143774	3425.00001	3406	3138.00001	3508.99999	3256.99999	2909.99999
ENSG00000143776	133.99999	105.99999	90.00001	21	10	18
ENSG00000143786	155	132	135	141	71.99999	65
ENSG00000143793	1062	634	731.99999	841	851	586.99999
ENSG00000143797	247	281	238	251	184	163
ENSG00000143799	3136	2558	2539	1848.00001	1930.99999	1238.99999
ENSG00000143801	254.99999	244	259	179.99999	26	161
ENSG00000143811	1855	2085	1941	1136	844	1267
ENSG00000143815	109	81	79	59	49	61
ENSG00000143816	267	171	209	5	4	0
ENSG00000143819	1323	1614	1325.99999	2627	2459	2969
ENSG00000143839	14	11	16	8	9	11
ENSG00000143842	75	74	61	119	88	61
ENSG00000143845	31	49	34	108	196	124
ENSG00000143847	14.00001	4.00001	8.00001	9	22	7.99999
ENSG00000143850	25.99998	24	35	287.99999	363.99998	146.99998
ENSG00000143851	2	1	0	0.99999	2	3
ENSG00000143858	1	0	0	1	0	0
ENSG00000143862	126	103	118	159	232	127
ENSG00000143867	1	2	5	0	2	0
ENSG00000143869	1	2	0	0	1	0
ENSG00000143870	5525.00001	5708	4587	2441	2095	2388
ENSG00000143878	89	75	86	42	44	47
ENSG00000143882	17	24	27	15	13	11
ENSG00000143889	158	283	250	113	65	94
ENSG00000143891	871	822	718	870	760	661
ENSG00000143919	164	160	122	150	119	98
ENSG00000143921	0	0	1	0	0	0
ENSG00000143924	246	301	293	301	397	164
ENSG00000143933	1774	849	1024	1702.00001	1619.99999	1057.99999
ENSG00000143942	32	18	15	7	5	7
ENSG00000143947	71861	59568	62613.99999	99354.99999	71552	82722.00002
ENSG00000143951	63	87	51	61	37	25
ENSG00000143952	7.99999	5	3	3	9.99999	0.99999
ENSG00000143970	93	83	68	47	71	22
ENSG00000143971	65	61	50	18	6	6
ENSG00000143977	3774	3125	3095	3115.00001	1697	2095.99999
ENSG00000143994	20	32	15	48	33	31
ENSG00000143995	179	201	160.00001	70	56	53
ENSG00000144021	1646	1669	1631	1492	1629	1433
ENSG00000144026	136.99999	124	134	106	59.00001	67
ENSG00000144028	3171	1974	2614.00001	3147.99999	3772.99999	2796
ENSG00000144029	1932.00001	1793	1735.00001	3935.00001	3454.00001	2711
ENSG00000144031	5	9	4	0	0	0
ENSG00000144034	79.00001	95	84.99999	56	52.99999	59.99999
ENSG00000144036	86	95	83	41	33	25
ENSG00000144040	347.99999	307	327	159	151	130.99999
ENSG00000144043	282	261	241	295	403.00001	257
ENSG00000144045	3	1	1.99999	0.99999	0	1
ENSG00000144048	821	781.99999	741	410	210.00001	385.00001
ENSG00000144057	1	3	2	0	0	0
ENSG00000144061	351	249.99999	296	187.99999	105	105
ENSG00000144063	1112.99999	966.00001	893	412	234	384
ENSG00000144115	213.99999	215	227	222	347.99999	205.00001
ENSG00000144118	1245	1272	1108	1146	564.99999	910
