"seqnames","qry_id","ref_id","qry_gene_id","ref_gene_id","gene_name","class_code","strand","start","end","len","num_exons","prediction","rnamining_score","exon","classification"
"3","BambuTx708","ENST00000424690","ENSG00000226779","ENSG00000226779","NAALADL2-AS2","j","-",175257049,175274195,313,3,"non-coding",0.99414104,"multi-exonic","multiexon SJ match"
"3","BambuTx709","ENST00000259037","ENSG00000288698","ENSG00000136521","NDUFB5","j","+",179604794,179640087,695,6,"non-coding",0.99999684,"multi-exonic","multiexon SJ match"
"1","BambuTx71","ENST00000521244","ENSG00000273384","ENSG00000213057","C1orf220","j","+",178542709,178652273,814,3,"non-coding",0.9999006,"multi-exonic","multiexon SJ match"
"3","BambuTx710","ENST00000265598","ENSG00000078081","ENSG00000078081","LAMP3","j","-",183132142,183162759,2036,6,"non-coding",0.99999714,"multi-exonic","multiexon SJ match"
"3","BambuTx711","ENST00000480551","ENSG00000176597","ENSG00000176597","B3GNT5","j","+",183286055,183296615,886,3,"non-coding",0.9999313,"multi-exonic","multiexon SJ match"
"3","BambuTx712","ENST00000838990","ENSG00000309138","ENSG00000309138","ENSG00000309138","j","-",185552495,185553776,549,2,"non-coding",0.9999869,"multi-exonic","multiexon SJ match"
"3","BambuTx713","ENST00000259030","BambuGene15638","ENSG00000136514",NA,"x","-",187310646,187412551,1076,3,"non-coding",0.99999946,"multi-exonic","antisense"
"3","BambuTx714","ENST00000440726","ENSG00000228952","ENSG00000228952","LINC02041","j","+",187412124,187449953,1118,4,"non-coding",0.9999895,"multi-exonic","multiexon SJ match"
"3","BambuTx715","ENST00000489140","ENSG00000127249","ENSG00000127249","ATP13A4","j","-",193589907,193593132,574,2,"non-coding",0.99926406,"multi-exonic","multiexon SJ match"
"3","BambuTx716","ENST00000737435","ENSG00000288979","ENSG00000288979","ENSG00000288979","j","-",194574944,194578129,603,2,"non-coding",0.999797,"multi-exonic","multiexon SJ match"
"4","BambuTx717","ENST00000509152","ENSG00000272602","ENSG00000272602","ZNF595","j","+",53313,79419,1079,4,"non-coding",0.99997944,"multi-exonic","multiexon SJ match"
"4","BambuTx718","ENST00000642529","ENSG00000250312","ENSG00000250312","ZNF718","j","+",124499,202305,1174,5,"non-coding",0.9999121,"multi-exonic","multiexon SJ match"
"4","BambuTx719","ENST00000419098","ENSG00000186777","ENSG00000186777","ZNF732","j","-",233008,305497,690,4,"non-coding",0.9999888,"multi-exonic","multiexon SJ match"
"1","BambuTx72","-","BambuGene1836","-",NA,"u","-",178682694,178684740,1921,2,"non-coding",0.99999875,"multi-exonic","intergenic"
"4","BambuTx720","ENST00000419098","ENSG00000186777","ENSG00000186777","ZNF732","j","-",247011,305494,1453,4,"non-coding",0.99998933,"multi-exonic","multiexon SJ match"
"4","BambuTx721","ENST00000506646","ENSG00000182903","ENSG00000182903","ZNF721","j","-",427014,474153,472,4,"non-coding",0.99995595,"multi-exonic","multiexon SJ match"
"4","BambuTx722","ENST00000505900","ENSG00000182903","ENSG00000182903","ZNF721","j","-",456046,474150,620,3,"non-coding",0.99999416,"multi-exonic","multiexon SJ match"
"4","BambuTx723","ENST00000515118","ENSG00000169026","ENSG00000169026","SLC49A3","j","-",672436,689191,541,4,"non-coding",0.6157986,"multi-exonic","multiexon SJ match"
"4","BambuTx725","ENST00000398520","ENSG00000145217","ENSG00000145217","SLC26A1","j","-",978991,986935,644,2,"non-coding",0.9999304,"multi-exonic","multiexon SJ match"
"4","BambuTx726","ENST00000247933","ENSG00000145217","ENSG00000127415",NA,"x","-",985664,987324,1216,2,"non-coding",0.9999856,"multi-exonic","antisense"
"4","BambuTx727","ENST00000698262","ENSG00000178222","ENSG00000178222","RNF212","j","-",1056250,1113559,934,10,"non-coding",0.9995621,"multi-exonic","multiexon SJ match"
"4","BambuTx728","ENST00000822427","ENSG00000227189","ENSG00000227189","ENSG00000227189","j","+",1113599,1128401,1259,2,"non-coding",0.9999797,"multi-exonic","multiexon SJ match"
"4","BambuTx729","ENST00000822256","ENSG00000306967","ENSG00000306967","ENSG00000306967","j","+",1167795,1191322,518,3,"non-coding",0.8295539,"multi-exonic","multiexon SJ match"
"1","BambuTx73","ENST00000367627","ENSG00000186283","ENSG00000186283","TOR3A","j","+",179082049,179095996,1786,5,"non-coding",0.98959404,"multi-exonic","multiexon SJ match"
"4","BambuTx730","ENST00000515312","ENSG00000159733","ENSG00000159733","ZFYVE28","j","-",2342581,2364850,1129,3,"non-coding",0.9999933,"multi-exonic","multiexon SJ match"
"4","BambuTx732","ENST00000674004","ENSG00000272620","ENSG00000272620","AFAP1-AS1","j","+",7754077,7763182,684,2,"non-coding",0.9999968,"multi-exonic","multiexon SJ match"
"4","BambuTx733","ENST00000749287","ENSG00000287164","ENSG00000287164","ENSG00000287164","j","+",7754077,7808053,490,2,"non-coding",0.99996847,"multi-exonic","multiexon SJ match"
"4","BambuTx734","ENST00000512594","BambuGene15769","ENSG00000163995",NA,"i","+",7969769,7974149,1627,2,"non-coding",0.9999974,"multi-exonic","intronic"
"4","BambuTx735","ENST00000512594","BambuGene15769","ENSG00000163995",NA,"i","+",7970288,7974143,1318,2,"non-coding",0.99999815,"multi-exonic","intronic"
"4","BambuTx736","ENST00000506360","BambuGene16141","ENSG00000125089",NA,"x","-",8192448,8230433,341,2,"non-coding",0.998692,"multi-exonic","antisense"
"4","BambuTx737","-","BambuGene15777","-",NA,"u","+",8336653,8342616,654,2,"non-coding",0.9999892,"multi-exonic","intergenic"
"4","BambuTx739","-","BambuGene16154","-",NA,"u","-",12719825,12761877,468,3,"non-coding",0.9999976,"multi-exonic","intergenic"
"1","BambuTx74","ENST00000661878","ENSG00000287929","ENSG00000287929","ENSG00000287929","j","+",183240308,183258968,331,2,"non-coding",0.999988,"multi-exonic","multiexon SJ match"
"4","BambuTx740","ENST00000817112","BambuGene15789","ENSG00000306343",NA,"x","+",13888390,13918446,857,3,"non-coding",0.9999854,"multi-exonic","antisense"
"4","BambuTx741","ENST00000811429","ENSG00000305512","ENSG00000305512","ENSG00000305512","j","-",15667563,15681573,699,2,"non-coding",0.99999654,"multi-exonic","multiexon SJ match"
"4","BambuTx742","ENST00000811429","ENSG00000305512","ENSG00000305512","ENSG00000305512","j","-",15667563,15681569,768,2,"non-coding",0.9998012,"multi-exonic","multiexon SJ match"
"4","BambuTx743","ENST00000326877","ENSG00000178177","ENSG00000178177","LCORL","j","-",17845589,18021755,999,6,"non-coding",0.99999094,"multi-exonic","multiexon SJ match"
"4","BambuTx744","ENST00000783505","ENSG00000302023","ENSG00000302023","ENSG00000302023","j","-",26198546,26221805,1934,4,"non-coding",0.9999773,"multi-exonic","multiexon SJ match"
"4","BambuTx745","ENST00000495029","ENSG00000121895","ENSG00000121895","TMEM156","j","-",39028372,39032941,526,2,"non-coding",0.99999726,"multi-exonic","multiexon SJ match"
"4","BambuTx746","ENST00000515053","BambuGene15847","ENSG00000163694",NA,"x","+",40630136,40635498,743,2,"non-coding",0.99996537,"multi-exonic","antisense"
"4","BambuTx747","ENST00000381431","ENSG00000163069","ENSG00000163069","SGCB","j","-",52023696,52038293,1042,5,"non-coding",0.9999429,"multi-exonic","multiexon SJ match"
"4","BambuTx748","ENST00000652441","BambuGene16225","ENSG00000293643",NA,"i","-",52798458,52816933,1333,2,"non-coding",0.999983,"multi-exonic","intronic"
"4","BambuTx749","ENST00000264485","BambuGene16250","ENSG00000080493",NA,"x","-",71564705,71648643,1089,3,"non-coding",0.999996,"multi-exonic","antisense"
"1","BambuTx75","ENST00000815083","BambuGene1884","ENSG00000306070",NA,"x","-",197994075,197995775,256,2,"non-coding",0.98920405,"multi-exonic","antisense"
"4","BambuTx751","ENST00000311638","ENSG00000174796","ENSG00000174796","THAP6","j","+",75514470,75544788,946,5,"non-coding",0.999985,"multi-exonic","multiexon SJ match"
"4","BambuTx752","ENST00000507556","ENSG00000174796","ENSG00000174796","THAP6","j","+",75514467,75544956,1362,7,"non-coding",0.99999744,"multi-exonic","multiexon SJ match"
"4","BambuTx753","ENST00000319540","ENSG00000145284","ENSG00000145284","SCD5","j","-",82697613,82798821,1012,3,"non-coding",0.9999846,"multi-exonic","multiexon SJ match"
"4","BambuTx754","ENST00000809701","ENSG00000305228","ENSG00000305228","ENSG00000305228","j","+",83110040,83121128,1056,2,"non-coding",0.99867505,"multi-exonic","multiexon SJ match"
"4","BambuTx755","ENST00000511801","ENSG00000163322","ENSG00000163322","ABRAXAS1","j","-",83480495,83485100,836,3,"non-coding",0.9999901,"multi-exonic","multiexon SJ match"
"4","BambuTx756","ENST00000295887","ENSG00000163624","ENSG00000163624","CDS1","j","+",84582909,84649202,2275,12,"non-coding",0.9999756,"multi-exonic","multiexon SJ match"
"4","BambuTx757","ENST00000504956","ENSG00000172493","ENSG00000172493","AFF1","j","+",86935015,86990316,2179,3,"non-coding",0.9999659,"multi-exonic","multiexon SJ match"
"4","BambuTx759","ENST00000359265","ENSG00000305623","ENSG00000163110","PDLIM5","j","+",94451901,94460035,498,3,"non-coding",0.9999985,"multi-exonic","multiexon SJ match"
"1","BambuTx76","ENST00000367350","ENSG00000118193","ENSG00000118193","KIF14","j","-",200619304,200620721,682,2,"non-coding",0.999423,"multi-exonic","multiexon SJ match"
"4","BambuTx760","ENST00000849486","ENSG00000310386","ENSG00000310386","ENSG00000310386","j","+",112979154,113027778,480,2,"non-coding",0.99960333,"multi-exonic","multiexon SJ match"
"4","BambuTx761","ENST00000665403","BambuGene16323","ENSG00000236922",NA,"i","-",117458944,117479770,1107,3,"non-coding",0.9999971,"multi-exonic","intronic"
"4","BambuTx762","ENST00000610556","ENSG00000172403","ENSG00000172403","SYNPO2","j","+",118850681,118851596,603,2,"non-coding",0.99999005,"multi-exonic","multiexon SJ match"
"4","BambuTx764","ENST00000830146","ENSG00000307976","ENSG00000307976","ENSG00000307976","j","+",140256566,140269664,471,3,"non-coding",0.9999568,"multi-exonic","multiexon SJ match"
"4","BambuTx767","ENST00000304337","ENSG00000169989","ENSG00000169989","TIGD4","j","-",152775320,152779774,578,2,"non-coding",0.9999861,"multi-exonic","multiexon SJ match"
"4","BambuTx768","ENST00000264433","ENSG00000052795","ENSG00000052795","FNIP2","j","+",158869066,158880614,1569,3,"non-coding",0.99999917,"multi-exonic","multiexon SJ match"
"4","BambuTx769","ENST00000226725","ENSG00000109466","ENSG00000109466","KLHL2","j","+",165207649,165323145,3159,16,"non-coding",0.99960816,"multi-exonic","multiexon SJ match"
"1","BambuTx77","ENST00000449188","BambuGene809","ENSG00000232237",NA,"x","+",201127052,201133145,595,2,"non-coding",0.9998916,"multi-exonic","antisense"
"4","BambuTx771","ENST00000393726","ENSG00000279384","ENSG00000129116","PALLD","j","+",168832090,168844731,1205,2,"non-coding",0.9996744,"multi-exonic","multiexon SJ match"
"4","BambuTx772","ENST00000657874","ENSG00000286302","ENSG00000286302","ENSG00000286302","j","+",169571894,169575613,457,2,"non-coding",0.8055103,"multi-exonic","multiexon SJ match"
"4","BambuTx773","ENST00000502392","ENSG00000109576","ENSG00000109576","AADAT","j","-",170075271,170091695,897,7,"non-coding",0.99992216,"multi-exonic","multiexon SJ match"
"4","BambuTx774","ENST00000340217","ENSG00000145451","ENSG00000145451","GLRA3","j","-",174712511,174778858,800,5,"non-coding",0.99998105,"multi-exonic","multiexon SJ match"
"4","BambuTx775","ENST00000656694","BambuGene16050","ENSG00000287544",NA,"i","+",176921460,176922400,762,2,"non-coding",0.99997884,"multi-exonic","intronic"
"5","BambuTx778","-","BambuGene16496","-",NA,"u","+",10310625,10315607,370,2,"non-coding",0.9995283,"multi-exonic","intergenic"
"5","BambuTx779","ENST00000651409","BambuGene16904","ENSG00000250337",NA,"x","-",27270329,27328665,576,2,"non-coding",0.9999774,"multi-exonic","antisense"
"1","BambuTx78","ENST00000760074","ENSG00000299041","ENSG00000299041","ENSG00000299041","j","+",203513014,203532409,613,3,"non-coding",0.993239,"multi-exonic","multiexon SJ match"
"5","BambuTx781","ENST00000381647","ENSG00000205765","ENSG00000205765","RIMOC1","j","+",41904338,41904809,364,2,"non-coding",0.9974179,"multi-exonic","multiexon SJ match"
"5","BambuTx782","ENST00000652347","ENSG00000164509","ENSG00000164509","IL31RA","j","+",55851362,55867518,1271,3,"non-coding",0.9999656,"multi-exonic","multiexon SJ match"
"5","BambuTx783","ENST00000777178","BambuGene16563","ENSG00000289916",NA,"i","+",62081520,62082037,437,2,"non-coding",0.9999716,"multi-exonic","intronic"
"5","BambuTx784","ENST00000511257","ENSG00000183323","ENSG00000183323","CCDC125","m","-",69282913,69332804,1429,12,"non-coding",0.9999985,"multi-exonic","total intron retention"
"5","BambuTx785","ENST00000682499","BambuGene16973","ENSG00000131844",NA,"i","-",71585941,71586628,275,2,"non-coding",0.9996719,"multi-exonic","intronic"
"5","BambuTx786","ENST00000255198","ENSG00000132846","ENSG00000132846","ZBED3","j","-",77084918,77087355,424,2,"non-coding",0.99955535,"multi-exonic","multiexon SJ match"
"5","BambuTx787","ENST00000520388","ENSG00000132837","ENSG00000132837","DMGDH","j","-",79183549,79236030,542,2,"non-coding",0.99998623,"multi-exonic","multiexon SJ match"
"5","BambuTx788","ENST00000513310","ENSG00000251050","ENSG00000113296","THBS4","j","+",79991307,80020102,516,3,"non-coding",0.9999705,"multi-exonic","multiexon SJ match"
"5","BambuTx789","ENST00000502346","ENSG00000174695","ENSG00000174695","TMEM167A","j","-",83022948,83077412,735,4,"non-coding",0.9999952,"multi-exonic","multiexon SJ match"
"1","BambuTx79","ENST00000367183","BambuGene1930","ENSG00000198625",NA,"x","-",204551462,204553169,1226,2,"non-coding",0.99996567,"multi-exonic","antisense"
"5","BambuTx791","ENST00000640815","ENSG00000164199","ENSG00000164199","ADGRV1","j","+",90929197,91164216,1583,8,"non-coding",0.99988085,"multi-exonic","multiexon SJ match"
"5","BambuTx793","ENST00000360515","ENSG00000158985","ENSG00000158985","CDC42SE2","j","+",131264054,131392574,1585,6,"non-coding",0.9999946,"multi-exonic","multiexon SJ match"
"5","BambuTx794","ENST00000394945","ENSG00000152377","ENSG00000152377","SPOCK1","j","-",136977911,137146470,2002,9,"non-coding",0.99998707,"multi-exonic","multiexon SJ match"
"5","BambuTx795","ENST00000508638","ENSG00000078795","ENSG00000078795","PKD2L2","j","+",137889457,137890667,768,2,"non-coding",0.99999034,"multi-exonic","multiexon SJ match"
"5","BambuTx796","ENST00000522353","ENSG00000255408","ENSG00000255408","PCDHA3","j","+",140801068,140805606,3071,2,"non-coding",0.99995506,"multi-exonic","multiexon SJ match"
"5","BambuTx797","ENST00000504120","ENSG00000278915","ENSG00000204970",NA,"i","-",140864552,140869515,697,2,"non-coding",0.99949527,"multi-exonic","intronic"
"5","BambuTx799","ENST00000726817","ENSG00000280029","ENSG00000280029","ENSG00000280029","j","-",141240746,141320784,565,2,"non-coding",0.99999726,"multi-exonic","multiexon SJ match"
"1","BambuTx80","ENST00000367154","ENSG00000186007","ENSG00000186007","LEMD1","j","-",205381378,205449970,702,3,"non-coding",0.99985385,"multi-exonic","multiexon SJ match"
"5","BambuTx800","ENST00000194118","ENSG00000081791","ENSG00000081791","DELE1","j","+",141923839,141940152,2299,13,"non-coding",0.99999726,"multi-exonic","multiexon SJ match"
"5","BambuTx801","ENST00000770709","ENSG00000300303","ENSG00000300303","ENSG00000300303","j","+",143259171,143312353,988,5,"non-coding",0.9993527,"multi-exonic","multiexon SJ match"
"5","BambuTx802","ENST00000326685","ENSG00000173210","ENSG00000173210","ABLIM3","j","+",149141493,149260434,3994,19,"non-coding",0.9996633,"multi-exonic","multiexon SJ match"
"5","BambuTx803","ENST00000326685","ENSG00000173210","ENSG00000173210","ABLIM3","j","+",149141495,149258467,2021,19,"non-coding",0.99999017,"multi-exonic","multiexon SJ match"
"5","BambuTx804","ENST00000718805","ENSG00000287814","ENSG00000287814","ENSG00000287814","j","+",172454655,172508324,1040,2,"non-coding",0.9988757,"multi-exonic","multiexon SJ match"
"5","BambuTx805","ENST00000502813","BambuGene16814","ENSG00000250820",NA,"x","+",175904479,175910457,483,2,"non-coding",0.99471873,"multi-exonic","antisense"
"5","BambuTx808","ENST00000335815","ENSG00000169131","ENSG00000169131","ZNF354A","j","-",178711524,178730659,2613,6,"non-coding",0.9999997,"multi-exonic","multiexon SJ match"
"5","BambuTx809","ENST00000335815","ENSG00000169131","ENSG00000169131","ZNF354A","j","-",178711593,178730660,2565,6,"non-coding",0.99999845,"multi-exonic","multiexon SJ match"
"1","BambuTx81","ENST00000476884","ENSG00000186007","ENSG00000186007","LEMD1","j","-",205381382,205449970,775,4,"non-coding",0.9999631,"multi-exonic","multiexon SJ match"
"5","BambuTx810","ENST00000519564","ENSG00000178187","ENSG00000178187","ZNF454","j","+",178941200,178958351,2048,5,"non-coding",0.9999954,"multi-exonic","multiexon SJ match"
"6","BambuTx811","ENST00000380472","ENSG00000124588","ENSG00000124588","NQO2","j","+",2988617,2994402,341,3,"non-coding",0.99696434,"multi-exonic","multiexon SJ match"
"6","BambuTx812","ENST00000264870","BambuGene17713","ENSG00000124491",NA,"i","-",6190723,6234346,957,2,"non-coding",0.9999975,"multi-exonic","intronic"
"6","BambuTx813","ENST00000264870","BambuGene17336","ENSG00000124491",NA,"x","+",6190839,6234350,845,2,"non-coding",0.9999523,"multi-exonic","antisense"
"6","BambuTx814","ENST00000401900","ENSG00000308769","ENSG00000216359",NA,"x","-",10508984,10521236,788,3,"non-coding",0.99999356,"multi-exonic","antisense"
"6","BambuTx815","ENST00000259983","ENSG00000137434","ENSG00000137434","C6orf52","j","-",10671422,10694622,551,4,"non-coding",0.9999989,"multi-exonic","multiexon SJ match"
"6","BambuTx816","ENST00000414691","ENSG00000111863","ENSG00000111863","ADTRP","j","-",11713662,11771007,1553,6,"non-coding",0.99999976,"multi-exonic","multiexon SJ match"
"6","BambuTx817","ENST00000379375","ENSG00000078401","ENSG00000078401","EDN1","j","+",12288320,12297188,1937,6,"non-coding",0.99962586,"multi-exonic","multiexon SJ match"
"6","BambuTx818","ENST00000680754","ENSG00000124523","ENSG00000124523","SIRT5","j","+",13574590,13612287,1584,10,"non-coding",0.99999756,"multi-exonic","multiexon SJ match"
"6","BambuTx822","ENST00000606923","ENSG00000124635","ENSG00000124635","H2BC11","j","-",27125911,27132795,961,3,"non-coding",0.9998225,"multi-exonic","multiexon SJ match"
"6","BambuTx827","ENST00000340487","ENSG00000196812","ENSG00000196812","ZSCAN16","j","+",28124603,28130082,1343,4,"non-coding",0.9999798,"multi-exonic","multiexon SJ match"
"6","BambuTx828","ENST00000396838","ENSG00000235109","ENSG00000235109","ZSCAN31","j","-",28324737,28354206,3244,5,"non-coding",0.99996996,"multi-exonic","multiexon SJ match"
"1","BambuTx83","ENST00000366997","ENSG00000123684","ENSG00000123684","LPGAT1","j","-",211748676,211830391,2572,8,"non-coding",0.99999976,"multi-exonic","multiexon SJ match"
"6","BambuTx830","ENST00000339796","ENSG00000010030","ENSG00000010030","ETV7","j","-",36354199,36363623,1547,2,"non-coding",0.99999976,"multi-exonic","multiexon SJ match"
"6","BambuTx831","ENST00000633280","ENSG00000124772","ENSG00000124772","CPNE5","j","-",36797385,36827684,948,7,"non-coding",0.9991161,"multi-exonic","multiexon SJ match"
"6","BambuTx832","ENST00000695948","BambuGene17519","ENSG00000124496",NA,"x","+",42227055,42235027,467,3,"non-coding",0.99999905,"multi-exonic","antisense"
"6","BambuTx833","ENST00000695948","BambuGene17527","ENSG00000124496",NA,"i","+",42407619,42409314,557,2,"non-coding",0.99994487,"multi-exonic","intronic"
"6","BambuTx835","ENST00000483243","ENSG00000124813","ENSG00000124813","RUNX2","j","+",45328282,45372055,470,3,"non-coding",0.99997735,"multi-exonic","multiexon SJ match"
"6","BambuTx836","ENST00000211314","ENSG00000096092","ENSG00000096092","TMEM14A","j","+",52671116,52686588,1116,6,"non-coding",0.99995697,"multi-exonic","multiexon SJ match"
"6","BambuTx837","ENST00000763589","ENSG00000299445","ENSG00000299445","ENSG00000299445","j","-",54687281,54801831,520,3,"non-coding",0.99975044,"multi-exonic","multiexon SJ match"
"6","BambuTx838","ENST00000836485","ENSG00000231441","ENSG00000231441","DST-AS1","j","+",56843859,56864344,593,4,"non-coding",0.9997784,"multi-exonic","multiexon SJ match"
"6","BambuTx839","ENST00000445310","ENSG00000185760","ENSG00000185760","KCNQ5","j","+",72622238,72678557,674,3,"non-coding",0.9997248,"multi-exonic","multiexon SJ match"
"1","BambuTx84","ENST00000332912","ENSG00000185523","ENSG00000185523","SPATA45","j","-",212830196,212858129,745,3,"non-coding",0.60624915,"multi-exonic","multiexon SJ match"
"6","BambuTx840","ENST00000840427","BambuGene17595","ENSG00000234155",NA,"i","+",85327036,85328621,813,2,"non-coding",0.999968,"multi-exonic","intronic"
"6","BambuTx841","ENST00000336032","ENSG00000146278","ENSG00000146278","PNRC1","j","+",89080751,89084838,1533,2,"non-coding",0.9980426,"multi-exonic","multiexon SJ match"
"6","BambuTx843","ENST00000452647","ENSG00000279170","ENSG00000279170","TSTD3","j","+",99521008,99531914,729,5,"non-coding",0.9999971,"multi-exonic","multiexon SJ match"
"6","BambuTx844","ENST00000734864","BambuGene17982","ENSG00000295991",NA,"x","-",100175562,100196867,842,2,"non-coding",0.999994,"multi-exonic","antisense"
"6","BambuTx845","ENST00000230538","BambuGene17621","ENSG00000112769",NA,"x","+",112204264,112214519,760,3,"non-coding",0.9999892,"multi-exonic","antisense"
"6","BambuTx846","ENST00000606080","BambuGene17626","ENSG00000111816",NA,"x","+",115960032,116085628,1703,2,"non-coding",0.99999565,"multi-exonic","antisense"
"6","BambuTx848","ENST00000392500","ENSG00000111860","ENSG00000111860","CEP85L","j","-",118662141,118710090,553,3,"non-coding",0.85617256,"multi-exonic","multiexon SJ match"
"6","BambuTx849","ENST00000368357","ENSG00000111912","ENSG00000111912","NCOA7","j","+",125781124,125788944,544,3,"non-coding",0.9999704,"multi-exonic","multiexon SJ match"
"6","BambuTx850","ENST00000368357","BambuGene18024","ENSG00000111912",NA,"i","-",125917595,125919093,1190,2,"non-coding",0.99999845,"multi-exonic","intronic"
"6","BambuTx851","ENST00000646199","ENSG00000217648","ENSG00000146416","AIG1","j","+",143060889,143343637,1779,6,"non-coding",0.9999168,"multi-exonic","multiexon SJ match"
"6","BambuTx852","ENST00000655907","ENSG00000288056","ENSG00000288056","ENSG00000288056","j","-",145783763,145814772,1705,3,"non-coding",0.9999694,"multi-exonic","multiexon SJ match"
"6","BambuTx853","-","BambuGene17655","-",NA,"u","+",148021913,148025094,748,3,"non-coding",0.9999412,"multi-exonic","intergenic"
"6","BambuTx854","ENST00000239367","ENSG00000285991","ENSG00000120256","LRP11","j","-",149818796,149857214,2717,7,"non-coding",0.9999986,"multi-exonic","multiexon SJ match"
"6","BambuTx855","ENST00000367245","ENSG00000120279","ENSG00000120279","MYCT1","j","+",152717585,152722583,931,2,"non-coding",0.9999787,"multi-exonic","multiexon SJ match"
"6","BambuTx856","ENST00000206262","ENSG00000091844","ENSG00000091844","RGS17","j","-",153024996,153131267,525,4,"non-coding",0.9999941,"multi-exonic","multiexon SJ match"
"6","BambuTx857","ENST00000367081","ENSG00000164674","ENSG00000164674","SYTL3","j","+",158720682,158764871,1555,9,"non-coding",0.9999973,"multi-exonic","multiexon SJ match"
"6","BambuTx859","-","BambuGene17684","-",NA,"u","+",160810467,160816702,536,2,"non-coding",0.9995124,"multi-exonic","intergenic"
"6","BambuTx860","ENST00000737253","BambuGene18100","ENSG00000296199",NA,"x","-",161305035,161307088,488,2,"non-coding",0.9958675,"multi-exonic","antisense"
"6","BambuTx861","ENST00000737253","BambuGene18100","ENSG00000296199",NA,"x","-",161305033,161307088,490,2,"non-coding",0.9951867,"multi-exonic","antisense"
"6","BambuTx862","ENST00000836544","ENSG00000308813","ENSG00000308813","ENSG00000308813","j","-",166331781,166342591,438,2,"non-coding",0.99992967,"multi-exonic","multiexon SJ match"
"7","BambuTx863","ENST00000842068","ENSG00000230487","ENSG00000230487","PSMG3-AS1","j","+",1570082,1573611,1262,2,"non-coding",0.99999243,"multi-exonic","multiexon SJ match"
"7","BambuTx864","ENST00000242257","ENSG00000122687","ENSG00000122687","MRM2","j","-",2234290,2242205,1497,3,"non-coding",0.9999966,"multi-exonic","multiexon SJ match"
"7","BambuTx865","ENST00000722807","BambuGene18163","ENSG00000294331",NA,"x","+",2337125,2354071,231,2,"non-coding",0.9635221,"multi-exonic","antisense"
"7","BambuTx866","ENST00000328914","BambuGene18858","ENSG00000164916",NA,"x","-",4768122,4771442,2232,2,"non-coding",0.9999981,"multi-exonic","antisense"
"7","BambuTx867","ENST00000353796","ENSG00000146587","ENSG00000146587","RBAK","j","+",5045860,5063821,508,5,"non-coding",0.99999386,"multi-exonic","multiexon SJ match"
"7","BambuTx868","ENST00000223029","ENSG00000157999","ENSG00000106305","AIMP2","j","+",6009252,6036738,2079,5,"non-coding",0.99999857,"multi-exonic","multiexon SJ match"
"7","BambuTx869","ENST00000682710","ENSG00000308992","ENSG00000219545","UMAD1","j","+",7640752,7721290,593,3,"non-coding",0.9999077,"multi-exonic","multiexon SJ match"
"1","BambuTx87","ENST00000470448","ENSG00000162814","ENSG00000162814","SPATA17","j","+",217631345,217652757,779,4,"non-coding",0.999985,"multi-exonic","multiexon SJ match"
"7","BambuTx871","ENST00000645559","ENSG00000106546","ENSG00000106546","AHR","j","+",16916315,16958386,506,2,"non-coding",0.9996741,"multi-exonic","multiexon SJ match"
"7","BambuTx873","ENST00000716360","ENSG00000232759","ENSG00000232759","STEAP1B-AS1","j","+",22563312,22571160,1124,3,"non-coding",0.99996346,"multi-exonic","multiexon SJ match"
"7","BambuTx874","ENST00000463284","BambuGene18249","ENSG00000196683",NA,"x","+",22812972,22822848,425,2,"non-coding",0.99997574,"multi-exonic","antisense"
"7","BambuTx875","ENST00000339077","BambuGene18934","ENSG00000122550",NA,"x","-",23176152,23181949,1100,2,"non-coding",0.99999535,"multi-exonic","antisense"
"7","BambuTx876","-","BambuGene18261","-",NA,"u","+",23904258,23904742,287,2,"non-coding",0.94181496,"multi-exonic","intergenic"
"7","BambuTx878","ENST00000719184","ENSG00000293812","ENSG00000293812","ENSG00000293812","j","+",26083484,26086248,596,2,"non-coding",0.9999955,"multi-exonic","multiexon SJ match"
"7","BambuTx879","ENST00000467897","ENSG00000197576","ENSG00000273433","ENSG00000273433","j","-",27128526,27150962,1805,3,"non-coding",0.9999909,"multi-exonic","multiexon SJ match"
"1","BambuTx88","ENST00000421147","ENSG00000228437","ENSG00000228437","LINC02474","j","+",221966250,221972706,671,3,"non-coding",0.9999891,"multi-exonic","multiexon SJ match"
"7","BambuTx880","ENST00000222726","ENSG00000106004","ENSG00000106004","HOXA5","j","-",27141052,27150972,1699,2,"non-coding",0.99999577,"multi-exonic","multiexon SJ match"
"7","BambuTx881","ENST00000428288","BambuGene18282","ENSG00000106049",NA,"i","+",27642125,27655107,575,3,"non-coding",0.99998873,"multi-exonic","intronic"
"7","BambuTx883","ENST00000304056","ENSG00000170852","ENSG00000170852","KBTBD2","j","-",32870648,32891760,866,4,"non-coding",0.9974364,"multi-exonic","multiexon SJ match"
"7","BambuTx884","ENST00000660587","ENSG00000236212","ENSG00000236212","ENSG00000236212","j","+",34175096,34299014,1672,2,"non-coding",0.99999696,"multi-exonic","multiexon SJ match"
"7","BambuTx886","ENST00000453890","BambuGene18996","ENSG00000002746",NA,"i","-",43382756,43385986,815,2,"non-coding",0.9999954,"multi-exonic","intronic"
"7","BambuTx887","-","BambuGene18366","-",NA,"u","+",46881664,46882811,829,2,"non-coding",0.99999434,"multi-exonic","intergenic"
