TXNAME	GENEID	R1_H1975.bam	R2_H1975.bam	R3_H1975.bam	R1_HCC827.bam	R2_HCC827.bam	R3_HCC827.bam
ENST00000676123	ENSG00000196233	0	0	3	1	0	0
ENST00000676127	ENSG00000249395	0	0	0	1	2	0
ENST00000676128	ENSG00000114450	0	1	0	0	0	0
ENST00000676138	ENSG00000124788	3	0	0	0	0	0
ENST00000676140	ENSG00000106105	0	0	0.10971	0.03521	0	0.04998
ENST00000676155	ENSG00000291178	0	1	1	0	0	0
ENST00000676156	ENSG00000102393	0	1	0	2	0	2
ENST00000676166	ENSG00000087053	0	1	0	2	1	1
ENST00000676168	ENSG00000090861	2	2	1	1	0	2
ENST00000676170	ENSG00000148356	0	0	1	0	0	0
ENST00000676172	ENSG00000109654	3.5	8	6	3	1	3.5
ENST00000676177	ENSG00000087053	7	6	2	0	0	4
ENST00000676185	ENSG00000049167	13	21	13	3	2	3
ENST00000676188	ENSG00000007168	4	1	2	0	0	1
ENST00000676189	ENSG00000075624	0	12	0	0	0	0
ENST00000676193	ENSG00000185900	0	1	0	0	0	0
ENST00000676197	ENSG00000188004	2	2	0	1	0	0
ENST00000676198	ENSG00000291178	1.77569	0	0	0	0	0
ENST00000676199	ENSG00000226950	0	4	0	0	3	1
ENST00000676200	ENSG00000291178	30.08532	26.99393	26.82691	12	0	0
ENST00000676204	ENSG00000291178	0	2	0	0	0	0
ENST00000676207	ENSG00000104381	1	1	0	0	0	0
ENST00000676209	ENSG00000090861	0	1	0	1	0	0
ENST00000676210	ENSG00000106105	0	1	1	0	0	0
ENST00000676212	ENSG00000090861	0	3	1	2	2	0
ENST00000676221	ENSG00000109099	1.5	0	0	0	0	0
ENST00000676227	ENSG00000011304	0	0	1	0	0	0
ENST00000676243	ENSG00000106477	15	7	9	1	1	0
ENST00000676245	ENSG00000109390	3	1	0	0	0	0
ENST00000676256	ENSG00000291178	0.50591	0	0.90668	0	3	0
ENST00000676261	ENSG00000087053	4	9	3	5	0	3
ENST00000676262	ENSG00000226950	0	0	1	0	0	0
ENST00000676263	ENSG00000133422	0	0	0	0	0.59294	0
ENST00000676266	ENSG00000137411	3	1	0	0	0	2
ENST00000676271	ENSG00000068796	3	7	4	4	0	4
ENST00000676282	ENSG00000288640	0	1	1	0	0	0
ENST00000676284	ENSG00000228509	82	48	51	2	5	2
ENST00000676319	ENSG00000075624	2	0	0	0	1	0
ENST00000676320	ENSG00000135365	0	6	1	0	0	0
ENST00000676321	ENSG00000203865	87	56	72	74	32	32
ENST00000676326	ENSG00000242147	1	0.5979	0	1.70581	0	0
ENST00000676327	ENSG00000170445	1	4	5	9	5	4
ENST00000676331	ENSG00000198707	52.01016	51.12485	68.67657	22.70668	9.79604	10.68025
ENST00000676335	ENSG00000109654	0	0	1	0	0	0
ENST00000676340	ENSG00000166801	0	1	0	0	0	0
ENST00000676346	ENSG00000128272	7.76908	11.77359	8.26515	27	7.99994	7.38251
ENST00000676353	ENSG00000007168	30	35	24	13	9	14
ENST00000676357	ENSG00000102452	0	0	0.23891	0	1	0
ENST00000676364	ENSG00000249395	0	0	0	1	1	0
ENST00000676365	ENSG00000147224	1	0	0	0	0	0
ENST00000676372	ENSG00000102393	1	0	0	0	0	0
ENST00000676386	ENSG00000228509	6	5	6	0	0	0
ENST00000676390	ENSG00000288612	19	17	17	5	2	3
ENST00000676395	ENSG00000114354	9	6	6	2	0	3
ENST00000676403	ENSG00000106105	1	0	0	0	0	1
ENST00000676414	ENSG00000196233	0	1	0	0	0	0
ENST00000676425	ENSG00000075785	0	1	0	0	0	0
ENST00000676431	ENSG00000114354	14	7	9	3	0	6
ENST00000676435	ENSG00000112367	0	0	0	0	2	0
ENST00000676436	ENSG00000156709	0	0	1	1	0	0
ENST00000676440	ENSG00000087053	0	1	0	0	0	0
ENST00000676442	ENSG00000112367	0	0	0	0	1	0
ENST00000676450	ENSG00000226950	0	0	0	2	0	0
ENST00000676459	ENSG00000166801	0	0	1	0	0	0
ENST00000676460	ENSG00000150093	13.79413	21.43264	19.67794	4.8654	3.21499	1.08989
ENST00000676464	ENSG00000072415	0	1	1	0	0	0
ENST00000676468	ENSG00000123349	60	82	71	44	21	63
ENST00000676477	ENSG00000142541	0	0	0	1	0	1
ENST00000676486	ENSG00000103811	0	0	0.03187	0	0	0.0715
ENST00000676496	ENSG00000215021	4	8	13	9	2	0
ENST00000676501	ENSG00000139168	0	2	1	2	1	2
ENST00000676502	ENSG00000164733	12	11	8	40	7	30
ENST00000676505	ENSG00000180228	2	0	0	0	0	0
ENST00000676506	ENSG00000173692	16.50013	7.53097	8.49884	7.74606	0.98429	1.20961
ENST00000676515	ENSG00000132002	0	0	0	1	0	0
ENST00000676516	ENSG00000128609	1	0	0	0	0	0
ENST00000676518	ENSG00000075413	0	0	0.5	0	0	0
ENST00000676522	ENSG00000143384	0	0.1755	0	0.24617	0	0
ENST00000676524	ENSG00000122566	0	1	0	0	0	0
ENST00000676529	ENSG00000109861	0	0	0	0	0.43067	0
ENST00000676531	ENSG00000135047	285.00323	331.99998	324.51208	11	6	23
ENST00000676542	ENSG00000135316	5	8	2	1	0	3
ENST00000676545	ENSG00000110080	0	0	0.11842	0	0	0
ENST00000676547	ENSG00000156508	0	0	0	1	0	0
ENST00000676554	ENSG00000084623	0	4	0	8	0	3
ENST00000676556	ENSG00000142541	2	3	5	2	0	3
ENST00000676569	ENSG00000120526	3	0.81199	1	0	0	0
ENST00000676571	ENSG00000204463	0	0	0	2	0	1
ENST00000676582	ENSG00000171552	268	314	229	198	87	254
ENST00000676589	ENSG00000181163	0	0	1	0	0	0
ENST00000676594	ENSG00000182481	44	44	27	0	0	27.5
ENST00000676595	ENSG00000153093	0	0	2	0	0	0
ENST00000676607	ENSG00000178035	0	0	0	0	0	1
ENST00000676612	ENSG00000109861	0	2	3	0	0	2
ENST00000676614	ENSG00000128609	27	19	21	2	3	3
ENST00000676615	ENSG00000204463	6	2	3	4	4	11
ENST00000676630	ENSG00000135316	0	1	0	0	0	0
ENST00000676637	ENSG00000135316	1	2	0	0	0	0
ENST00000676640	ENSG00000130714	0	0	1	0	0	2
ENST00000676660	ENSG00000163602	0	0.68316	1.21116	1.166	5.35409	4.55898
ENST00000676662	ENSG00000070756	1	0	1	0	0	0
ENST00000676666	ENSG00000138757	0	6	6	2	0	0
ENST00000676675	ENSG00000171960	8	4	2	8	7	9
ENST00000676678	ENSG00000093010	1	3	4	0	1	3
ENST00000676681	ENSG00000170144	24	28	25	31	9	20
ENST00000676687	ENSG00000182718	355	0	0	0	248	0
ENST00000676688	ENSG00000135316	2	2.9563	3.8931	2.63144	2	2
ENST00000676694	ENSG00000075413	2	2	4	1	1	0
ENST00000676705	ENSG00000083937	0.32804	15.13533	10.59153	25.16043	16.16137	10.47388
ENST00000676706	ENSG00000104408	0	0.51951	0.13511	0	1	0
ENST00000676708	ENSG00000178035	0	1	0	0	0	0
ENST00000676710	ENSG00000156508	0	2	0	3	1	0
ENST00000676712	ENSG00000067560	79	45	46	37	20	36
ENST00000676732	ENSG00000107897	0	0	0.90978	0	0	0
ENST00000676739	ENSG00000173692	3	0	0	0.0061	0.03617	0
ENST00000676741	ENSG00000149131	2.85897	0	0.00975	0	0	0
ENST00000676746	ENSG00000122566	0	1	1	0	0	0
ENST00000676748	ENSG00000100412	0	4	0	0	0	0
ENST00000676749	ENSG00000122566	0	0	0	0	0	2
ENST00000676756	ENSG00000138398	0	0	0	0	0	0.005
ENST00000676765	ENSG00000168615	1	1	0	0	0	0
ENST00000676785	ENSG00000108654	1	0	0	0	0	1
ENST00000676787	ENSG00000011143	0	1	0	0	0	0
ENST00000676788	ENSG00000010278	0	1	1	0	0	0
ENST00000676795	ENSG00000158864	0	0	2	1	0	0
ENST00000676796	ENSG00000067057	0	1	0	0	0	0
ENST00000676797	ENSG00000147140	0	1	0	1	0	0
ENST00000676801	ENSG00000084623	1.45031	0.22186	0.12411	0.23143	0	0.89853
ENST00000676808	ENSG00000103811	13	7	6	20	8	26
ENST00000676810	ENSG00000197635	7	6	2	2.5	0	4
ENST00000676819	ENSG00000164615	0	0	0	0.12777	0	0
ENST00000676828	ENSG00000136448	1	0	0	0	0	0
ENST00000676829	ENSG00000164615	343	280	293	119	77	70
ENST00000676837	ENSG00000084623	1	0	1	4	0	1
ENST00000676841	ENSG00000163602	0	0	1.18027	0	3.06563	2.28293
ENST00000676850	ENSG00000103811	7	4	8	1	1	1
ENST00000676857	ENSG00000182481	0	1.5	0	16.5	5	0.5
ENST00000676862	ENSG00000145741	9	13	15	4	4	9
ENST00000676871	ENSG00000158864	0	1	0	0	0	0
ENST00000676873	ENSG00000196531	0	0	0	0	0.00005	0
ENST00000676874	ENSG00000170144	15	18	11	8	3	10
ENST00000676880	ENSG00000103811	1	0	0	0	0	0
ENST00000676881	ENSG00000135047	4	3	12	1	0	0
ENST00000676894	ENSG00000145907	1	0	1	1	0	0
ENST00000676902	ENSG00000182481	0	1	0	0	0	0
ENST00000676908	ENSG00000161057	0	0	0.01366	0.16081	0.14977	0
ENST00000676921	ENSG00000166352	0	1.70631	0	0	0	0
ENST00000676922	ENSG00000180228	2	2	0	2	0	0
ENST00000676933	ENSG00000144381	4	7	9	2	1	4
ENST00000676935	ENSG00000149474	0	0	0	0	0	0.5
ENST00000676938	ENSG00000075413	1	2	5	0	0	1
ENST00000676940	ENSG00000288663	0	0	1	0	0	0
ENST00000676943	ENSG00000104969	0	0	1	1	0	0
ENST00000676952	ENSG00000164733	0	0	0	0.02722	0	0
ENST00000676962	ENSG00000123815	0	1	0	0	0	0
ENST00000676969	ENSG00000108654	0	1	0	0	0	0
ENST00000676972	ENSG00000158864	2963.19604	2826	2704.99995	2226.41925	1441.99997	2601.23192
ENST00000676976	ENSG00000070756	0.00002	0	0.00002	12.03704	66.0292	0
ENST00000676977	ENSG00000196262	55	39	47	12	4	13
ENST00000676979	ENSG00000166352	0	1	2	1	0	0
ENST00000676984	ENSG00000104969	0	0	2	0	0	0
ENST00000676986	ENSG00000001497	4	4	7	5	2	5
ENST00000676991	ENSG00000158864	0	0.85205	0	0	0	0
ENST00000676993	ENSG00000107862	0	0	0	0	0.99998	0
ENST00000677003	ENSG00000138757	0	0	0	0	0	1
ENST00000677010	ENSG00000178035	0	0	0	1	0	0
ENST00000677014	ENSG00000147140	9	8	2	8	8	7
ENST00000677022	ENSG00000196262	0	3	0	0	0	2
ENST00000677025	ENSG00000105723	0	0	0	0	0	1
ENST00000677030	ENSG00000168610	0	7.5	7.5	0	0	2
ENST00000677043	ENSG00000170144	1	4	2	3	1	1
ENST00000677045	ENSG00000158864	23	18	16	7	7	16
ENST00000677047	ENSG00000164733	20	20	18	16	6	6
ENST00000677064	ENSG00000113013	8	4	3	6	3	6
ENST00000677066	ENSG00000113013	0	0	1	0	0	0
ENST00000677071	ENSG00000104218	0	67.44404	0	0	0	0
ENST00000677074	ENSG00000116141	1	0	0	0	0	0
ENST00000677076	ENSG00000011143	0	2	1	0	0	0
ENST00000677078	ENSG00000088832	12	10	17	10	3	6
ENST00000677079	ENSG00000119912	0	0	1	1	0	0
ENST00000677090	ENSG00000106636	52	48	26	4	2	4
ENST00000677094	ENSG00000138757	2.79327	0	0	0	1	0.90993
ENST00000677096	ENSG00000119912	1	3	1	0	0	0
ENST00000677099	ENSG00000130714	0	0	0	0	0	1
ENST00000677107	ENSG00000196262	40	26	41	15	6	14
ENST00000677108	ENSG00000178035	0.04499	0	0	0	0	0
ENST00000677115	ENSG00000136888	34.99876	26	20	10	3	8
ENST00000677116	ENSG00000166352	3	3	3	0	0	0
ENST00000677119	ENSG00000179455	1	0	4	0	0	0
ENST00000677120	ENSG00000141279	6	3	3	1	1	1
ENST00000677121	ENSG00000175390	0	0	0	1	0	0
ENST00000677123	ENSG00000130175	54.30036	61.43426	8.74674	0.00001	0.00001	3.33801
ENST00000677125	ENSG00000138757	0	0	0	0	1	0
ENST00000677134	ENSG00000128609	9.12624	4.46817	8.54642	0.73631	0	1.93943
ENST00000677140	ENSG00000070756	77	117	81	37	16	48
ENST00000677151	ENSG00000140379	0	4	0	0	0	0
ENST00000677153	ENSG00000100412	1	0	0	0	0	0
ENST00000677155	ENSG00000130414	0	1	1	1	0	2
ENST00000677158	ENSG00000173692	0	0	0	0	0	1
ENST00000677168	ENSG00000178035	0	0	0.26515	0	0	0
ENST00000677179	ENSG00000175390	0	0.07261	0.06278	0.12679	0.26228	0
ENST00000677180	ENSG00000173692	0	0	1	0	0	0
ENST00000677181	ENSG00000107959	2	0	0	0	0	0.18266
ENST00000677194	ENSG00000171552	0	3	1	3	2	0
ENST00000677195	ENSG00000173692	0.94235	0	0	0	0	0
ENST00000677196	ENSG00000119912	0	1	0	0	0	0
ENST00000677199	ENSG00000123349	0.98088	0	1	1.83285	0	0
ENST00000677202	ENSG00000084623	1	0	0	0	0	1
ENST00000677203	ENSG00000143799	0	0	1	0	0	0
ENST00000677206	ENSG00000180228	0	1	0	1	2	1
ENST00000677208	ENSG00000109861	3	11	6	1	0	3
ENST00000677210	ENSG00000135486	17.69404	5.75025	2.65693	1.04411	4.82474	0.29068
ENST00000677216	ENSG00000130714	1	2	0	10	2	11
ENST00000677217	ENSG00000128039	0.90981	0	1.13033	0	0	0
ENST00000677218	ENSG00000147140	0	0	0	0	0	2
ENST00000677220	ENSG00000135486	0	0	0	1	0	3
ENST00000677236	ENSG00000156508	26	18	22	0	4	2
ENST00000677237	ENSG00000075975	0	0.03504	0	0	0	0
ENST00000677240	ENSG00000107862	0.01771	1	0	0	0	1
ENST00000677245	ENSG00000147140	0	1	0	0	0	0
ENST00000677249	ENSG00000135486	358.99804	685.52791	555.99998	1127.99996	600.99997	1010.99996
ENST00000677251	ENSG00000128609	8.77097	14.02869	1.37122	1.86015	0.8185	2
ENST00000677253	ENSG00000180228	0	0	1	1	0	2
ENST00000677257	ENSG00000165280	6	8	2	3	2	5
ENST00000677258	ENSG00000182718	0.0024	0	0	0	0	0
ENST00000677260	ENSG00000103226	0	0	2	0	0	0
ENST00000677262	ENSG00000135047	3	0	0	0	0	0
ENST00000677263	ENSG00000130414	0	1	0	0	0	0
ENST00000677264	ENSG00000128609	38.9262	52.20305	74.06404	1.67498	5.471	13.16142
ENST00000677265	ENSG00000138757	0	1	0	1	0	0
ENST00000677273	ENSG00000164615	0.03189	10.5	0.00002	2.93087	0.05514	4.85604
ENST00000677285	ENSG00000070756	0.03479	0.0377	0.042	0.03981	0.108	0.01144
ENST00000677286	ENSG00000163945	0	0	1	0	0	0
ENST00000677292	ENSG00000073849	0	0	0	0	0	1
ENST00000677297	ENSG00000181163	0	0	1	1	0	0
ENST00000677299	ENSG00000065911	0	6	0	0.01005	0	0
ENST00000677307	ENSG00000171960	2	4	6	3	2	5
ENST00000677309	ENSG00000184432	2	0	0	0	0	0
ENST00000677314	ENSG00000103275	0	0	0	1	1	0
ENST00000677316	ENSG00000103811	0	1	0	1	0	0
ENST00000677318	ENSG00000010278	7.52654	5.6212	9	19.73637	0	0.00006
ENST00000677323	ENSG00000145907	1	2	1	1	0	1
ENST00000677327	ENSG00000137563	6	4	4	2.89642	0	2
ENST00000677343	ENSG00000172531	1	1	2	1	0	0
ENST00000677348	ENSG00000075413	0	0	1	0	0	0
ENST00000677353	ENSG00000084623	6	0	1	6	6	4
ENST00000677356	ENSG00000171960	0	7	4	0	0	10
ENST00000677357	ENSG00000181163	25	32	31	21	11	6
ENST00000677359	ENSG00000168615	1	1	0	0	0	0
ENST00000677366	ENSG00000164733	2	0	0	0	0	1
ENST00000677370	ENSG00000141279	1	1	0	1	2	4
ENST00000677375	ENSG00000135486	7	14	8	15	6	9
ENST00000677377	ENSG00000065911	1	1	1	2	1	0
ENST00000677378	ENSG00000084623	0	0	0	0.00582	0	0
ENST00000677384	ENSG00000107959	0	1	0	0	0	0
ENST00000677385	ENSG00000135486	0.00442	0	0	0	0.00231	0
ENST00000677389	ENSG00000160789	54	40	58	56	97	61
ENST00000677394	ENSG00000064601	2	1	2	0	0	0
ENST00000677396	ENSG00000122566	0	1	0	0	0	0
ENST00000677397	ENSG00000093010	2	0	0	0	0	0
ENST00000677407	ENSG00000130414	1	0	0	0	0	2
ENST00000677414	ENSG00000143801	14	11	10	4	2	0
ENST00000677415	ENSG00000164733	1	0	1	0	0	0
ENST00000677418	ENSG00000164733	40	52	26	15	5	9
ENST00000677425	ENSG00000113013	0	1	4	0	0	0
ENST00000677436	ENSG00000106636	4	1	6	2	0	1
ENST00000677437	ENSG00000079785	4	4	2	0	0	0
ENST00000677439	ENSG00000107862	0	0	0	1	0	0
ENST00000677445	ENSG00000092108	0.22427	0	0	0.75004	0.09175	1.48446
ENST00000677446	ENSG00000147140	2	1	1	0	0	0
ENST00000677447	ENSG00000104408	128	152	121	64	36	48
ENST00000677448	ENSG00000103811	8.18333	7.65884	5	2.74016	5	11.8088
ENST00000677452	ENSG00000136888	31	13	13	4	2	6
ENST00000677453	ENSG00000158864	10	5	9	17	7	16
ENST00000677460	ENSG00000180228	0	2	4	5	2	1
ENST00000677468	ENSG00000109861	10	5	5	1	1	3
ENST00000677470	ENSG00000093010	0.0697	0	0	0	0	0
ENST00000677478	ENSG00000070756	2	2	3	4	0	0
ENST00000677480	ENSG00000178035	4	4	2	0	0	2
ENST00000677482	ENSG00000137563	3	0	0	1	0	0
ENST00000677492	ENSG00000100412	0.94145	1.32645	5.11957	0.04027	5.88699	0.04938
ENST00000677493	ENSG00000145907	1	4	0	1	0	1
ENST00000677494	ENSG00000171552	3	1	2	1	1	1
ENST00000677502	ENSG00000082701	1	0	0	0	0	0
ENST00000677514	ENSG00000135316	1	0	1	0	0	0
ENST00000677519	ENSG00000178035	1	0	0	0	0	0
ENST00000677521	ENSG00000196262	0.04812	0.25617	0.10035	0.10276	0.00038	0.0211
ENST00000677524	ENSG00000104408	0	0	0	0	2.96761	0.54647
ENST00000677527	ENSG00000113013	1	0	0	1	1	1
ENST00000677530	ENSG00000082701	0	0	0	0.44279	0	0
ENST00000677532	ENSG00000100412	0	0	1	0	0	1
ENST00000677533	ENSG00000088832	0	8	11	0.00001	5	0
ENST00000677540	ENSG00000084623	0	0	0	0	0	0.60573
ENST00000677542	ENSG00000011478	1	0	0	0	0	0
ENST00000677543	ENSG00000136888	0	0.05496	0.0312	0	0	0
ENST00000677544	ENSG00000164733	41	41	40	18	8	28
ENST00000677552	ENSG00000079785	0	0	1	0	0	0
ENST00000677553	ENSG00000113013	0.00005	19.22959	15.80679	0.00003	4.68719	17.99996
ENST00000677561	ENSG00000100883	0.80065	3	0	2.09763	2.94618	0
ENST00000677562	ENSG00000104969	0	0	0	1	1	0
ENST00000677563	ENSG00000168280	0	0	0	0	1	0
ENST00000677567	ENSG00000130414	4	2	0	2	0	1
ENST00000677570	ENSG00000106682	1	4	1	0	2	4
ENST00000677580	ENSG00000084623	0	9	4	1	0	2
ENST00000677581	ENSG00000256646	0	0	1	0	0	0
ENST00000677583	ENSG00000138757	1	1	0	1	0	0
ENST00000677584	ENSG00000180228	0	0	1	0	0	0
ENST00000677587	ENSG00000174080	0	2	0	0	0	0
ENST00000677595	ENSG00000165071	1	0	0	0	0	0
ENST00000677602	ENSG00000145907	0	0.16998	0	0	0	0.34436
ENST00000677604	ENSG00000075413	0	0	0.5	0	0	0
ENST00000677609	ENSG00000090621	0	1	0	0	0	0
ENST00000677628	ENSG00000197081	0	0	0	4.99096	0.41778	0
ENST00000677640	ENSG00000084623	20	44	40	44	16	18
ENST00000677644	ENSG00000090621	0	0	0	0	0.97502	0
ENST00000677646	ENSG00000135316	0.02787	0	0	0	0	0
ENST00000677650	ENSG00000164733	2	1	3	0	0	0
ENST00000677651	ENSG00000148334	0	0	0	0	0	2
ENST00000677653	ENSG00000158864	1	1	0	1	0	2
ENST00000677664	ENSG00000141279	1	0	0	0	0	0
ENST00000677665	ENSG00000288649	10	20	15	13	41	6
ENST00000677667	ENSG00000107897	0	1	0	0	0	0
ENST00000677671	ENSG00000164733	1	0	1	0	0	0
ENST00000677675	ENSG00000093010	52	32	48	14	9	13
ENST00000677676	ENSG00000084623	6	1	0	2	1	2
ENST00000677681	ENSG00000106682	1	1	1	0	0	0
ENST00000677684	ENSG00000067560	6	5	6	9	4	7
ENST00000677689	ENSG00000180228	2	0	0	2	0	0
ENST00000677693	ENSG00000113013	0	0	0	0	1	0
ENST00000677695	ENSG00000182481	0	0	21.6331	0	0	0
ENST00000677703	ENSG00000115053	1.12535	61.42551	0.61677	1.29085	66.95258	0.98397
ENST00000677708	ENSG00000090621	0	0	1.77074	5.93921	0	0
ENST00000677711	ENSG00000084623	2517.84185	2445.19	2117.33023	3154.59071	1495.12	3020.65183
ENST00000677712	ENSG00000123349	0	0	0	1	0	0
ENST00000677718	ENSG00000010278	5.7483	0	0	3.84565	1.38474	4
ENST00000677719	ENSG00000107862	0	1	3	0	1	0
ENST00000677723	ENSG00000168610	0	0.62272	0	0.38497	0	0
ENST00000677726	ENSG00000108654	0	0	1	1	0	0
ENST00000677730	ENSG00000137876	1	0	0	0	0	0
ENST00000677732	ENSG00000229415	38	43	57	12	16	27
ENST00000677752	ENSG00000101577	0	0	2	0	0	0
ENST00000677755	ENSG00000064601	1.33459	0	0	0	0	0
ENST00000677756	ENSG00000164182	1	6	5	3	0	1
ENST00000677761	ENSG00000135047	0.92434	0	1	0	0	0
ENST00000677764	ENSG00000130414	7	3	2	1	0	3
ENST00000677765	ENSG00000070756	0	1	0	0	0	0
ENST00000677766	ENSG00000147140	1.01955	0.4592	0.84011	2.90309	0.13757	0.34944
ENST00000677767	ENSG00000084623	4	6	6	5	1	9
ENST00000677769	ENSG00000161057	0	0	0	0	0	1
ENST00000677771	ENSG00000135316	1	1	0.54154	1.99999	0.99998	0
ENST00000677772	ENSG00000084623	0	0	0	0	0	1
ENST00000677779	ENSG00000174080	0	1	0	0	0	0
ENST00000677787	ENSG00000070756	5	4	7	3	3	1
ENST00000677790	ENSG00000132002	4	1	3	6	2	2
ENST00000677796	ENSG00000109861	10	13	11	5	3	4
ENST00000677802	ENSG00000109861	26	27.99998	31	5	0	4
ENST00000677806	ENSG00000180228	73	61	93	13	10	22
ENST00000677808	ENSG00000166352	4	3	7	2	1	0
ENST00000677810	ENSG00000103811	1	0	2	2	1	0
ENST00000677815	ENSG00000143799	0	0	0.18117	0	0	0
ENST00000677816	ENSG00000075975	0	0	2	0	0	1
ENST00000677819	ENSG00000164733	11	14	7	2	2	5
ENST00000677821	ENSG00000135047	2	3	5	0	0	0
ENST00000677829	ENSG00000075413	1	1	1	0	0	0
ENST00000677834	ENSG00000001497	129	134.5	122.5	131.5	63.5	179.5
ENST00000677839	ENSG00000122566	31	32	25	12	2	3
ENST00000677853	ENSG00000130714	0	0	1	0	0	0
ENST00000677864	ENSG00000135047	8	4	4	3	0	0
ENST00000677865	ENSG00000164733	0	0	0	1	0	0
ENST00000677876	ENSG00000138757	1	0	2	0	0	0
ENST00000677879	ENSG00000147140	5	2	2	2	0	2
ENST00000677890	ENSG00000101868	0	0.6716	0	0	0	0
ENST00000677892	ENSG00000070756	79.77441	0.00001	72.05949	58.39899	0	21.1244
ENST00000677895	ENSG00000109685	9	4	6	5	0	6
ENST00000677896	ENSG00000174080	3	4	3	0	0	0
ENST00000677900	ENSG00000171960	0	0	1	3	4	4
ENST00000677902	ENSG00000107897	7.89792	4.96719	7.69019	12.34116	14.6146	3.73942
ENST00000677911	ENSG00000145604	1	1	1	1	0	1
ENST00000677921	ENSG00000103811	0	1	0	0	0	0
ENST00000677922	ENSG00000107959	0	2	1	0	0	0
ENST00000677931	ENSG00000100292	9	4	9	0	0	0
ENST00000677937	ENSG00000088832	0.00001	0	0	45	32	0
ENST00000677938	ENSG00000104218	1	0.06406	1	0.07074	0	0
ENST00000677943	ENSG00000161057	0	0.24087	0.00001	0	0	0
ENST00000677949	ENSG00000136448	0.94633	0.8231	0.94925	0	1.90212	1.65546
ENST00000677955	ENSG00000135047	0	0	1	0	0	0
ENST00000677960	ENSG00000107897	0	2.90305	2	0	0	0
ENST00000677968	ENSG00000182718	3	3	2	2	2	1
ENST00000677969	ENSG00000001497	1	1	2	0	0	4
ENST00000677976	ENSG00000109861	25	36	10	48	50	42
ENST00000677981	ENSG00000180228	1	2	1	0	0	0
ENST00000677987	ENSG00000103275	0.14864	0	0	0	0.25543	0.00818
ENST00000677988	ENSG00000113013	3	7	11	0	0	2
ENST00000678005	ENSG00000135392	55.79902	67.55395	52.12817	15.82626	4	17
ENST00000678006	ENSG00000092108	2.93056	1.74872	5	0.36271	0	0
ENST00000678009	ENSG00000132002	1	2	2	0	0	0
ENST00000678010	ENSG00000173540	0	0	1	1	0	1
ENST00000678012	ENSG00000108298	595.16115	144.57742	176.99983	278.14443	268.9996	224.96268
ENST00000678015	ENSG00000166548	0	0	2	0	0	0
ENST00000678016	ENSG00000179958	9	10	11	1	0	4
ENST00000678028	ENSG00000090621	0	0	0	0	0.00908	0
ENST00000678030	ENSG00000288675	1	1	4	1	0	1
ENST00000678031	ENSG00000103811	2	0	0	5	0	2
ENST00000678034	ENSG00000106588	0.23852	0	0	0	0	0
ENST00000678038	ENSG00000171960	2	8	5	0	1	2
ENST00000678041	ENSG00000156508	0	0	0	0	0	0.04124
ENST00000678044	ENSG00000168610	5.5	10.06774	8.72369	4.06691	0.5	4.53857
ENST00000678048	ENSG00000168610	0	1	0	0	0	1
ENST00000678061	ENSG00000182718	6	11	3	4	1	1
ENST00000678062	ENSG00000138757	1	0	0	1	1	0
ENST00000678066	ENSG00000196531	2	0	0	1	0	2
ENST00000678077	ENSG00000135486	0	4	3	2	0	0
ENST00000678088	ENSG00000138398	4	5	2	2	2	0
ENST00000678090	ENSG00000128609	0	1	0	0	0	0
ENST00000678092	ENSG00000164733	5	0	1	0	0	0
ENST00000678098	ENSG00000132002	0	0	1	0	0	0
ENST00000678100	ENSG00000138757	0	0	1	0	0	1
ENST00000678107	ENSG00000130816	0	0	0.32063	0	0	0
ENST00000678111	ENSG00000170144	23	32	29	16	3	15
ENST00000678116	ENSG00000105889	55	58	42	21	9	11
ENST00000678122	ENSG00000138757	16	20	18	10	9	2
ENST00000678128	ENSG00000109685	2	6	0	1.5744	6	3
ENST00000678132	ENSG00000175390	78	71	53	60	43	73
ENST00000678135	ENSG00000145741	12	13	7	22	8	11
ENST00000678136	ENSG00000088832	20	26	18	4	3	1
ENST00000678137	ENSG00000079785	1	2	0	0	0	0
ENST00000678145	ENSG00000164733	1	1	0	0	0	0
ENST00000678146	ENSG00000142541	0	0	0	0	2.72028	0
ENST00000678147	ENSG00000108298	960	926	1159	2722	1382	2185
ENST00000678150	ENSG00000084623	0	1	1	1	0	0
ENST00000678162	ENSG00000084623	1	1	2	0	1	1
ENST00000678165	ENSG00000196262	0.0227	0.00001	0.00002	0.00002	0	0.00001
ENST00000678170	ENSG00000144381	0	2	1	0	1	2
ENST00000678187	ENSG00000142541	0	0	0.00001	0	0	0.00438
ENST00000678189	ENSG00000108298	0	7	0	0.00363	0.00254	0
ENST00000678225	ENSG00000085982	0.5	0	0.5	0.5	0	0.5
ENST00000678228	ENSG00000065911	6	2	11	4	4	8
ENST00000678231	ENSG00000147140	0	0	1	0	0	1
ENST00000678234	ENSG00000136888	16	36	30	7	9	8
ENST00000678242	ENSG00000164733	940	987	833	250	80	258
ENST00000678244	ENSG00000138757	0	5	2	0	0	0
ENST00000678246	ENSG00000115053	1	1	0	0	0	1
ENST00000678251	ENSG00000128609	0	0	0	0	0	0.98216
ENST00000678256	ENSG00000123349	0	2	0	1	0	0
ENST00000678281	ENSG00000103811	1	0	0	0	0	0
ENST00000678288	ENSG00000143799	0	0	0	0	0.06719	0.04682
